Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,h,flux,abs,surf
247,353.05,354.08,356.31,357.93,357.64,359.92,358.02,360.48,379.42,373.34,0.1575,25900,100,0.98
248,353.03,354.06,356.3,357.92,357.64,359.93,358.02,360.5,379.48,373.44,0.1575,25900,100,0.98
249,353.0,354.02,356.28,357.91,357.63,359.92,358.01,360.51,379.54,373.51,0.1575,25900,100,0.98
250,352.98,354.0,356.26,357.9,357.62,359.92,358.01,360.54,379.61,373.56,0.1575,25900,100,0.98
251,352.95,353.99,356.26,357.89,357.61,359.91,358.01,360.55,379.67,373.6,0.1575,25900,100,0.98
252,352.92,353.96,356.23,357.89,357.6,359.91,358.01,360.57,379.78,373.69,0.1575,25900,100,0.98
253,352.89,353.93,356.21,357.87,357.59,359.91,358.01,360.59,379.86,373.8,0.1575,25900,100,0.98
254,352.86,353.91,356.2,357.86,357.58,359.89,358.01,360.61,379.92,373.89,0.1575,25900,100,0.98
255,352.83,353.89,356.18,357.85,357.57,359.9,358.02,360.63,379.98,373.95,0.1575,25900,100,0.98
256,352.82,353.87,356.17,357.85,357.56,359.9,358.02,360.64,380.04,373.99,0.1575,25900,100,0.98
257,352.8,353.86,356.17,357.84,357.57,359.89,358.03,360.67,380.12,374.03,0.1575,25900,100,0.98
258,352.77,353.84,356.15,357.82,357.56,359.89,358.02,360.68,380.18,374.1,0.1575,25900,100,0.98
259,352.76,353.82,356.13,357.81,357.55,359.89,358.02,360.7,380.24,374.18,0.1575,25900,100,0.98
260,352.73,353.8,356.13,357.8,357.55,359.88,358.02,360.71,380.31,374.27,0.1575,25900,100,0.98
261,352.69,353.77,356.1,357.79,357.53,359.88,358.02,360.73,380.39,374.38,0.1575,25900,100,0.98
262,352.66,353.74,356.08,357.79,357.52,359.87,358.02,360.76,380.48,374.49,0.1575,25900,100,0.98
263,352.63,353.72,356.06,357.77,357.5,359.86,358.02,360.77,380.55,374.57,0.1575,25900,100,0.98
264,352.61,353.7,356.05,357.76,357.5,359.87,358.02,360.79,380.61,374.65,0.1575,25900,100,0.98
265,352.6,353.7,356.05,357.75,357.51,359.86,358.03,360.8,380.68,374.71,0.1575,25900,100,0.98
266,352.57,353.67,356.04,357.74,357.5,359.86,358.04,360.83,380.74,374.77,0.1575,25900,100,0.98
267,352.55,353.65,356.03,357.73,357.49,359.85,358.04,360.84,380.79,374.83,0.1575,25900,100,0.98
268,352.53,353.63,356.01,357.72,357.48,359.85,358.03,360.86,380.86,374.92,0.1575,25900,100,0.98
269,352.5,353.61,355.99,357.7,357.47,359.84,358.03,360.87,380.93,375.0,0.1575,25900,100,0.98
270,352.47,353.58,355.97,357.69,357.45,359.83,358.03,360.89,381.03,375.14,0.1575,25900,100,0.98
271,352.44,353.56,355.96,357.68,357.45,359.82,358.04,360.9,381.12,375.28,0.1575,25900,100,0.98
272,352.41,353.53,355.94,357.67,357.43,359.82,358.03,360.91,381.18,375.35,0.1575,25900,100,0.98
273,352.39,353.51,355.92,357.66,357.42,359.82,358.03,360.94,381.24,375.42,0.1575,25900,100,0.98
274,352.38,353.5,355.92,357.65,357.43,359.81,358.04,360.97,381.31,375.47,0.1575,25900,100,0.98
275,352.35,353.48,355.9,357.64,357.42,359.81,358.04,360.98,381.36,375.53,0.1575,25900,100,0.98
276,352.33,353.46,355.88,357.64,357.4,359.8,358.03,361.0,381.41,375.58,0.1575,25900,100,0.98
277,352.3,353.43,355.87,357.63,357.4,359.8,358.04,361.01,381.47,375.64,0.1575,25900,100,0.98
278,352.29,353.43,355.87,357.61,357.4,359.78,358.04,361.04,381.54,375.73,0.1575,25900,100,0.98
279,352.25,353.4,355.84,357.61,357.38,359.79,358.04,361.06,381.62,375.89,0.1575,25900,100,0.98
280,352.21,353.36,355.82,357.59,357.37,359.79,358.04,361.08,381.72,376.08,0.1575,25900,100,0.98
281,352.19,353.34,355.8,357.58,357.37,359.78,358.04,361.1,381.78,376.18,0.1575,25900,100,0.98
282,352.17,353.33,355.78,357.57,357.35,359.78,358.05,361.12,381.84,376.23,0.1575,25900,100,0.98
283,352.15,353.31,355.78,357.57,357.35,359.78,358.05,361.14,381.9,376.25,0.1575,25900,100,0.98
284,352.12,353.29,355.75,357.56,357.33,359.78,358.05,361.15,381.95,376.23,0.1575,25900,100,0.98
285,352.11,353.28,355.74,357.54,357.34,359.78,358.06,361.18,382.01,376.21,0.1575,25900,100,0.98
286,352.09,353.26,355.74,357.52,357.34,359.77,358.06,361.19,382.09,376.2,0.1575,25900,100,0.98
287,352.07,353.24,355.72,357.52,357.33,359.76,358.06,361.22,382.13,376.2,0.1575,25900,100,0.98
288,352.04,353.22,355.71,357.51,357.31,359.77,358.06,361.23,382.23,376.24,0.1575,25900,100,0.98
289,352.01,353.18,355.69,357.5,357.32,359.76,358.08,361.27,382.31,376.3,0.1575,25900,100,0.98
290,351.99,353.18,355.68,357.5,357.3,359.76,358.08,361.29,382.36,376.35,0.1575,25900,100,0.98
291,351.96,353.16,355.67,357.48,357.29,359.76,358.08,361.3,382.42,376.42,0.1575,25900,100,0.98
292,351.94,353.13,355.66,357.48,357.28,359.75,358.08,361.31,382.48,376.51,0.1575,25900,100,0.98
293,351.92,353.12,355.64,357.46,357.28,359.74,358.08,361.34,382.54,376.62,0.1575,25900,100,0.98
294,351.89,353.09,355.62,357.45,357.26,359.74,358.07,361.37,382.59,376.72,0.1575,25900,100,0.98
295,351.87,353.07,355.6,357.44,357.26,359.73,358.07,361.39,382.66,376.86,0.1575,25900,100,0.98
296,351.86,353.06,355.6,357.43,357.26,359.73,358.08,361.4,382.73,376.95,0.1575,25900,100,0.98
297,351.83,353.04,355.59,357.42,357.25,359.72,358.1,361.42,382.83,377.05,0.1575,25900,100,0.98
298,351.8,353.01,355.57,357.41,357.25,359.72,358.09,361.44,382.91,377.14,0.1575,25900,100,0.98
299,351.78,353.0,355.56,357.41,357.24,359.72,358.1,361.47,382.96,377.18,0.1575,25900,100,0.98
300,351.75,352.98,355.55,357.39,357.23,359.71,358.1,361.48,383.01,377.19,0.1575,25900,100,0.98
301,351.72,352.95,355.53,357.39,357.22,359.71,358.09,361.51,383.06,377.21,0.1575,25900,100,0.98
302,351.69,352.94,355.51,357.37,357.21,359.71,358.1,361.53,383.13,377.21,0.1575,25900,100,0.98
303,351.68,352.93,355.51,357.36,357.21,359.7,358.11,361.55,383.18,377.21,0.1575,25900,100,0.98
304,351.66,352.91,355.5,357.35,357.2,359.68,358.11,361.55,383.23,377.2,0.1575,25900,100,0.98
305,351.64,352.89,355.48,357.33,357.19,359.69,358.11,361.59,383.28,377.19,0.1575,25900,100,0.98
306,351.6,352.85,355.46,357.33,357.17,359.68,358.11,361.61,383.36,377.22,0.1575,25900,100,0.98
307,351.58,352.84,355.44,357.32,357.17,359.69,358.11,361.63,383.44,377.28,0.1575,25900,100,0.98
308,351.56,352.81,355.43,357.31,357.16,359.69,358.12,361.65,383.5,377.34,0.1575,25900,100,0.98
309,351.54,352.8,355.42,357.3,357.16,359.69,358.13,361.68,383.55,377.4,0.1575,25900,100,0.98
310,351.51,352.77,355.4,357.29,357.15,359.68,358.13,361.71,383.6,377.49,0.1575,25900,100,0.98
311,351.5,352.75,355.38,357.28,357.14,359.68,358.13,361.73,383.65,377.59,0.1575,25900,100,0.98
312,351.47,352.74,355.37,357.27,357.13,359.67,358.14,361.75,383.7,377.67,0.1575,25900,100,0.98
313,351.45,352.71,355.35,357.27,357.12,359.68,358.13,361.78,383.76,377.73,0.1575,25900,100,0.98
314,351.44,352.7,355.36,357.26,357.12,359.68,358.15,361.81,383.83,377.77,0.1575,25900,100,0.98
315,351.4,352.68,355.33,357.25,357.11,359.68,358.15,361.82,383.91,377.82,0.1575,25900,100,0.98
316,351.38,352.64,355.32,357.24,357.1,359.67,358.16,361.84,383.99,377.85,0.1575,25900,100,0.98
317,351.35,352.63,355.3,357.23,357.09,359.67,358.16,361.87,384.04,377.88,0.1575,25900,100,0.98
318,351.32,352.61,355.28,357.22,357.08,359.66,358.16,361.88,384.09,377.92,0.1575,25900,100,0.98
319,351.31,352.59,355.27,357.21,357.08,359.65,358.16,361.91,384.15,377.97,0.1575,25900,100,0.98
320,351.28,352.57,355.25,357.2,357.07,359.66,358.16,361.93,384.2,378.05,0.1575,25900,100,0.98
321,351.27,352.56,355.24,357.19,357.06,359.66,358.18,361.96,384.26,378.12,0.1575,25900,100,0.98
322,351.25,352.55,355.23,357.18,357.06,359.65,358.17,361.99,384.3,378.21,0.1575,25900,100,0.98
323,351.23,352.52,355.22,357.17,357.04,359.65,358.18,362.01,384.35,378.25,0.1575,25900,100,0.98
324,351.19,352.49,355.2,357.16,357.03,359.65,358.18,362.02,384.43,378.37,0.1575,25900,100,0.98
325,351.16,352.47,355.18,357.15,357.03,359.64,358.18,362.05,384.52,378.53,0.1575,25900,100,0.98
326,351.14,352.45,355.17,357.13,357.02,359.64,358.19,362.08,384.59,378.64,0.1575,25900,100,0.98
327,351.12,352.44,355.15,357.13,357.01,359.64,358.19,362.09,384.65,378.76,0.1575,25900,100,0.98
328,351.1,352.41,355.14,357.12,357.0,359.63,358.2,362.12,384.69,378.87,0.1575,25900,100,0.98
329,351.08,352.4,355.13,357.11,357.0,359.63,358.2,362.14,384.76,378.98,0.1575,25900,100,0.98
330,351.06,352.39,355.11,357.09,356.99,359.63,358.2,362.17,384.81,379.07,0.1575,25900,100,0.98
331,351.03,352.37,355.11,357.09,356.99,359.62,358.22,362.19,384.88,379.17,0.1575,25900,100,0.98
332,351.02,352.35,355.09,357.08,356.98,359.63,358.21,362.22,384.94,379.24,0.1575,25900,100,0.98
333,350.99,352.32,355.07,357.07,356.97,359.62,358.22,362.24,385.02,379.32,0.1575,25900,100,0.98
334,350.97,352.3,355.06,357.06,356.97,359.62,358.24,362.26,385.1,379.43,0.1575,25900,100,0.98
335,350.94,352.29,355.05,357.05,356.96,359.61,358.24,362.28,385.15,379.53,0.1575,25900,100,0.98
336,350.92,352.27,355.03,357.04,356.95,359.62,358.24,362.31,385.22,379.63,0.1575,25900,100,0.98
337,350.9,352.26,355.02,357.03,356.95,359.61,358.26,362.33,385.27,379.73,0.1575,25900,100,0.98
338,350.88,352.23,355.01,357.02,356.93,359.61,358.25,362.36,385.33,379.83,0.1575,25900,100,0.98
339,350.86,352.22,354.99,357.01,356.93,359.61,358.26,362.38,385.38,379.92,0.1575,25900,100,0.98
340,350.84,352.2,354.98,357.0,356.92,359.6,358.26,362.4,385.44,379.98,0.1575,25900,100,0.98
341,350.82,352.18,354.97,357.0,356.91,359.6,358.27,362.43,385.5,380.05,0.1575,25900,100,0.98
342,350.79,352.15,354.94,356.99,356.9,359.6,358.27,362.45,385.57,380.15,0.1575,25900,100,0.98
343,350.75,352.12,354.92,356.97,356.89,359.59,358.27,362.48,385.64,380.25,0.1575,25900,100,0.98
344,350.73,352.1,354.9,356.96,356.88,359.58,358.28,362.49,385.7,380.3,0.1575,25900,100,0.98
345,350.72,352.09,354.9,356.95,356.88,359.59,358.28,362.53,385.77,380.34,0.1575,25900,100,0.98
346,350.7,352.08,354.89,356.95,356.87,359.58,358.29,362.56,385.81,380.37,0.1575,25900,100,0.98
347,350.68,352.06,354.87,356.94,356.86,359.59,358.3,362.57,385.86,380.39,0.1575,25900,100,0.98
348,350.66,352.04,354.86,356.93,356.86,359.58,358.3,362.59,385.9,380.4,0.1575,25900,100,0.98
349,350.63,352.03,354.85,356.91,356.85,359.58,358.31,362.62,385.97,380.4,0.1575,25900,100,0.98
350,350.61,352.01,354.84,356.9,356.84,359.58,358.31,362.64,386.01,380.37,0.1575,25900,100,0.98
351,350.58,351.98,354.81,356.89,356.84,359.57,358.32,362.68,386.08,380.34,0.1575,25900,100,0.98
352,350.56,351.96,354.8,356.89,356.83,359.58,358.34,362.7,386.15,380.35,0.1575,25900,100,0.98
353,350.54,351.94,354.8,356.88,356.82,359.58,358.35,362.73,386.2,380.4,0.1575,25900,100,0.98
354,350.53,351.92,354.78,356.87,356.82,359.57,358.35,362.76,386.25,380.44,0.1575,25900,100,0.98
355,350.5,351.91,354.77,356.87,356.81,359.57,358.36,362.78,386.3,380.49,0.1575,25900,100,0.98
356,350.49,351.9,354.76,356.86,356.8,359.58,358.36,362.79,386.34,380.53,0.1575,25900,100,0.98
357,350.46,351.87,354.75,356.85,356.79,359.57,358.37,362.83,386.38,380.57,0.1575,25900,100,0.98
358,350.44,351.85,354.73,356.83,356.78,359.57,358.37,362.85,386.43,380.58,0.1575,25900,100,0.98
359,350.42,351.83,354.72,356.82,356.79,359.57,358.37,362.87,386.48,380.58,0.1575,25900,100,0.98
360,350.4,351.81,354.69,356.81,356.76,359.56,358.39,362.9,386.56,380.57,0.1575,25900,100,0.98
361,350.37,351.79,354.68,356.81,356.76,359.57,358.4,362.93,386.64,380.58,0.1575,25900,100,0.98
362,350.35,351.78,354.67,356.8,356.76,359.57,358.41,362.97,386.69,380.63,0.1575,25900,100,0.98
363,350.34,351.76,354.66,356.79,356.76,359.57,358.42,362.98,386.73,380.7,0.1575,25900,100,0.98
364,350.33,351.75,354.65,356.78,356.75,359.57,358.43,363.0,386.78,380.77,0.1575,25900,100,0.98
365,350.3,351.72,354.63,356.77,356.74,359.57,358.44,363.04,386.82,380.85,0.1575,25900,100,0.98
366,350.28,351.7,354.62,356.76,356.74,359.57,358.44,363.06,386.88,380.95,0.1575,25900,100,0.98
367,350.27,351.7,354.61,356.75,356.73,359.57,358.46,363.09,386.93,381.03,0.1575,25900,100,0.98
368,350.25,351.68,354.6,356.75,356.72,359.57,358.47,363.1,386.99,381.1,0.1575,25900,100,0.98
369,350.22,351.65,354.57,356.73,356.71,359.57,358.47,363.14,387.05,381.21,0.1575,25900,100,0.98
370,350.2,351.63,354.56,356.72,356.71,359.57,358.48,363.17,387.13,381.3,0.1575,25900,100,0.98
371,350.18,351.62,354.55,356.73,356.7,359.57,358.49,363.19,387.18,381.35,0.1575,25900,100,0.98
372,350.16,351.6,354.54,356.71,356.7,359.56,358.5,363.21,387.23,381.41,0.1575,25900,100,0.98
373,350.13,351.58,354.52,356.7,356.69,359.56,358.5,363.25,387.27,381.48,0.1575,25900,100,0.98
374,350.11,351.56,354.5,356.69,356.68,359.56,358.5,363.26,387.32,381.57,0.1575,25900,100,0.98
375,350.1,351.54,354.5,356.67,356.67,359.55,358.51,363.29,387.37,381.68,0.1575,25900,100,0.98
376,350.08,351.53,354.49,356.67,356.67,359.57,358.53,363.31,387.42,381.78,0.1575,25900,100,0.98
377,350.07,351.52,354.48,356.65,356.67,359.56,358.53,363.34,387.47,381.87,0.1575,25900,100,0.98
378,350.03,351.48,354.46,356.65,356.66,359.57,358.54,363.37,387.54,381.9,0.1575,25900,100,0.98
379,350.0,351.46,354.43,356.64,356.64,359.56,358.54,363.4,387.62,381.91,0.1575,25900,100,0.98
380,349.98,351.44,354.43,356.63,356.64,359.57,358.56,363.42,387.67,381.91,0.1575,25900,100,0.98
381,349.95,351.42,354.41,356.63,356.62,359.56,358.55,363.44,387.71,381.94,0.1575,25900,100,0.98
382,349.93,351.41,354.4,356.62,356.61,359.56,358.57,363.48,387.74,381.98,0.1575,25900,100,0.98
383,349.92,351.39,354.38,356.61,356.62,359.55,358.56,363.51,387.79,382.04,0.1575,25900,100,0.98
384,349.9,351.37,354.37,356.6,356.61,359.56,358.57,363.52,387.85,382.12,0.1575,25900,100,0.98
385,349.88,351.36,354.37,356.59,356.6,359.56,358.59,363.56,387.9,382.21,0.1575,25900,100,0.98
386,349.86,351.35,354.36,356.58,356.6,359.56,358.59,363.59,387.93,382.29,0.1575,25900,100,0.98
387,349.84,351.32,354.34,356.57,356.6,359.55,358.6,363.6,388.01,382.43,0.1575,25900,100,0.98
388,349.81,351.3,354.31,356.56,356.58,359.55,358.61,363.62,388.1,382.53,0.1575,25900,100,0.98
389,349.79,351.27,354.3,356.55,356.57,359.56,358.62,363.66,388.16,382.57,0.1575,25900,100,0.98
390,349.77,351.26,354.29,356.54,356.57,359.56,358.63,363.7,388.21,382.63,0.1575,25900,100,0.98
391,349.76,351.25,354.28,356.54,356.57,359.56,358.64,363.71,388.27,382.66,0.1575,25900,100,0.98
392,349.75,351.24,354.27,356.53,356.57,359.57,358.66,363.74,388.32,382.69,0.1575,25900,100,0.98
393,349.73,351.22,354.25,356.52,356.56,359.56,358.67,363.76,388.38,382.74,0.1575,25900,100,0.98
394,349.71,351.2,354.24,356.5,356.55,359.56,358.68,363.8,388.43,382.79,0.1575,25900,100,0.98
395,349.7,351.19,354.23,356.49,356.54,359.56,358.69,363.82,388.48,382.82,0.1575,25900,100,0.98
396,349.67,351.15,354.2,356.49,356.53,359.56,358.71,363.84,388.54,382.83,0.1575,25900,100,0.98
397,349.65,351.15,354.2,356.48,356.53,359.56,358.73,363.87,388.61,382.85,0.1575,25900,100,0.98
398,349.63,351.13,354.18,356.47,356.52,359.57,358.74,363.91,388.64,382.84,0.1575,25900,100,0.98
399,349.61,351.11,354.17,356.45,356.52,359.56,358.75,363.92,388.71,382.84,0.1575,25900,100,0.98
400,349.59,351.1,354.16,356.45,356.52,359.56,358.75,363.95,388.75,382.83,0.1575,25900,100,0.98
401,349.56,351.08,354.14,356.43,356.5,359.56,358.74,363.98,388.79,382.84,0.1575,25900,100,0.98
402,349.53,351.05,354.13,356.42,356.48,359.56,358.76,364.01,388.81,382.87,0.1575,25900,100,0.98
403,349.51,351.06,354.12,356.42,356.49,359.56,358.76,364.03,388.86,382.93,0.1575,25900,100,0.98
404,349.5,351.04,354.11,356.42,356.48,359.56,358.77,364.05,388.92,383.01,0.1575,25900,100,0.98
405,349.47,351.01,354.09,356.39,356.47,359.55,358.78,364.09,388.98,383.12,0.1575,25900,100,0.98
406,349.44,351.01,354.08,356.38,356.46,359.55,358.78,364.11,389.04,383.23,0.1575,25900,100,0.98
407,349.42,350.97,354.07,356.37,356.45,359.55,358.78,364.13,389.08,383.3,0.1575,25900,100,0.98
408,349.4,350.96,354.04,356.37,356.45,359.56,358.79,364.16,389.13,383.35,0.1575,25900,100,0.98
409,349.38,350.95,354.04,356.36,356.44,359.55,358.79,364.19,389.18,383.39,0.1575,25900,100,0.98
410,349.36,350.94,354.02,356.36,356.45,359.56,358.81,364.22,389.25,383.43,0.1575,25900,100,0.98
411,349.34,350.92,354.02,356.35,356.44,359.55,358.82,364.25,389.29,383.46,0.1575,25900,100,0.98
412,349.33,350.91,354.0,356.35,356.43,359.55,358.83,364.27,389.34,383.51,0.1575,25900,100,0.98
413,349.31,350.89,353.99,356.33,356.43,359.55,358.83,364.3,389.37,383.57,0.1575,25900,100,0.98
414,349.29,350.87,353.97,356.33,356.41,359.54,358.84,364.33,389.43,383.66,0.1575,25900,100,0.98
415,349.27,350.85,353.95,356.32,356.41,359.55,358.86,364.35,389.5,383.72,0.1575,25900,100,0.98
416,349.25,350.84,353.95,356.31,356.41,359.55,358.87,364.38,389.54,383.74,0.1575,25900,100,0.98
417,349.24,350.84,353.94,356.3,356.41,359.55,358.87,364.41,389.58,383.73,0.1575,25900,100,0.98
418,349.22,350.81,353.93,356.28,356.4,359.55,358.88,364.43,389.63,383.71,0.1575,25900,100,0.98
419,349.21,350.8,353.92,356.28,356.4,359.54,358.9,364.45,389.68,383.71,0.1575,25900,100,0.98
420,349.2,350.79,353.91,356.28,356.39,359.55,358.91,364.48,389.72,383.72,0.1575,25900,100,0.98
421,349.17,350.77,353.89,356.27,356.39,359.55,358.91,364.52,389.77,383.75,0.1575,25900,100,0.98
422,349.16,350.75,353.89,356.26,356.38,359.56,358.92,364.54,389.81,383.78,0.1575,25900,100,0.98
423,349.13,350.74,353.86,356.25,356.37,359.55,358.93,364.57,389.88,383.82,0.1575,25900,100,0.98
424,349.1,350.7,353.84,356.24,356.35,359.55,358.94,364.59,389.93,383.84,0.1575,25900,100,0.98
425,349.09,350.69,353.83,356.23,356.35,359.55,358.95,364.63,389.97,383.87,0.1575,25900,100,0.98
426,349.07,350.68,353.82,356.23,356.33,359.55,358.96,364.66,390.01,383.91,0.1575,25900,100,0.98
427,349.06,350.67,353.82,356.22,356.35,359.56,358.98,364.67,390.06,383.94,0.1575,25900,100,0.98
428,349.04,350.66,353.8,356.21,356.33,359.55,358.98,364.7,390.09,383.98,0.1575,25900,100,0.98
429,349.02,350.63,353.79,356.2,356.33,359.55,358.99,364.73,390.15,384.04,0.1575,25900,100,0.98
430,349.01,350.62,353.78,356.2,356.32,359.56,359.0,364.76,390.19,384.13,0.1575,25900,100,0.98
431,348.99,350.61,353.76,356.18,356.31,359.54,359.0,364.78,390.24,384.22,0.1575,25900,100,0.98
432,348.96,350.57,353.75,356.19,356.3,359.54,359.02,364.81,390.3,384.29,0.1575,25900,100,0.98
433,348.94,350.55,353.73,356.18,356.3,359.55,359.04,364.83,390.36,384.35,0.1575,25900,100,0.98
434,348.92,350.54,353.71,356.16,356.29,359.54,359.04,364.86,390.41,384.38,0.1575,25900,100,0.98
435,348.9,350.51,353.7,356.16,356.28,359.55,359.04,364.89,390.45,384.41,0.1575,25900,100,0.98
436,348.89,350.51,353.69,356.14,356.28,359.55,359.07,364.92,390.49,384.42,0.1575,25900,100,0.98
437,348.88,350.49,353.68,356.14,356.28,359.55,359.07,364.95,390.52,384.43,0.1575,25900,100,0.98
438,348.86,350.48,353.66,356.13,356.27,359.56,359.08,364.98,390.57,384.43,0.1575,25900,100,0.98
439,348.85,350.47,353.66,356.11,356.27,359.56,359.11,365.0,390.61,384.46,0.1575,25900,100,0.98
440,348.83,350.45,353.64,356.1,356.27,359.57,359.12,365.02,390.66,384.5,0.1575,25900,100,0.98
441,348.8,350.42,353.62,356.1,356.25,359.57,359.13,365.06,390.72,384.53,0.1575,25900,100,0.98
442,348.78,350.41,353.6,356.08,356.25,359.57,359.16,365.09,390.79,384.59,0.1575,25900,100,0.98
443,348.77,350.39,353.59,356.08,356.24,359.57,359.16,365.1,390.83,384.64,0.1575,25900,100,0.98
444,348.75,350.38,353.58,356.07,356.23,359.58,359.17,365.13,390.87,384.69,0.1575,25900,100,0.98
445,348.73,350.36,353.56,356.06,356.22,359.58,359.18,365.17,390.89,384.73,0.1575,25900,100,0.98
446,348.72,350.34,353.54,356.06,356.22,359.58,359.2,365.2,390.94,384.78,0.1575,25900,100,0.98
447,348.7,350.33,353.54,356.05,356.22,359.58,359.21,365.22,390.98,384.83,0.1575,25900,100,0.98
448,348.69,350.32,353.53,356.04,356.21,359.59,359.22,365.25,391.02,384.91,0.1575,25900,100,0.98
449,348.67,350.3,353.51,356.03,356.2,359.59,359.23,365.28,391.06,384.99,0.1575,25900,100,0.98
450,348.65,350.28,353.5,356.02,356.2,359.59,359.24,365.31,391.13,385.12,0.1575,25900,100,0.98
451,348.63,350.27,353.49,356.01,356.2,359.6,359.28,365.33,391.2,385.25,0.1575,25900,100,0.98
452,348.61,350.25,353.47,356.01,356.19,359.6,359.27,365.35,391.24,385.34,0.1575,25900,100,0.98
453,348.59,350.23,353.45,355.99,356.18,359.59,359.27,365.38,391.28,385.44,0.1575,25900,100,0.98
454,348.57,350.21,353.44,355.98,356.17,359.59,359.29,365.41,391.32,385.55,0.1575,25900,100,0.98
455,348.55,350.19,353.42,355.98,356.17,359.59,359.3,365.43,391.37,385.67,0.1575,25900,100,0.98
456,348.54,350.18,353.42,355.96,356.17,359.59,359.32,365.46,391.42,385.76,0.1575,25900,100,0.98
457,348.53,350.17,353.41,355.96,356.17,359.6,359.33,365.5,391.46,385.81,0.1575,25900,100,0.98
458,348.51,350.17,353.41,355.95,356.17,359.59,359.34,365.53,391.51,385.82,0.1575,25900,100,0.98
459,348.48,350.14,353.38,355.93,356.15,359.59,359.35,365.54,391.57,385.83,0.1575,25900,100,0.98
460,348.45,350.12,353.37,355.93,356.14,359.6,359.37,365.57,391.64,385.89,0.1575,25900,100,0.98
461,348.44,350.1,353.35,355.92,356.13,359.61,359.38,365.61,391.7,385.94,0.1575,25900,100,0.98
462,348.42,350.09,353.35,355.91,356.13,359.61,359.4,365.63,391.74,386.01,0.1575,25900,100,0.98
463,348.41,350.08,353.34,355.9,356.13,359.6,359.41,365.65,391.79,386.07,0.1575,25900,100,0.98
464,348.4,350.06,353.32,355.89,356.12,359.61,359.42,365.68,391.82,386.12,0.1575,25900,100,0.98
465,348.37,350.05,353.32,355.89,356.12,359.6,359.44,365.7,391.87,386.21,0.1575,25900,100,0.98
466,348.37,350.04,353.3,355.87,356.12,359.6,359.43,365.73,391.92,386.26,0.1575,25900,100,0.98
467,348.35,350.02,353.3,355.86,356.12,359.61,359.45,365.76,391.96,386.32,0.1575,25900,100,0.98
468,348.32,350.0,353.28,355.86,356.1,359.61,359.47,365.79,392.02,386.41,0.1575,25900,100,0.98
469,348.3,349.97,353.25,355.84,356.09,359.61,359.48,365.82,392.08,386.53,0.1575,25900,100,0.98
470,348.28,349.96,353.24,355.84,356.09,359.61,359.48,365.85,392.12,386.62,0.1575,25900,100,0.98
471,348.26,349.94,353.23,355.83,356.08,359.62,359.49,365.88,392.16,386.72,0.1575,25900,100,0.98
472,348.24,349.93,353.22,355.82,356.08,359.61,359.51,365.9,392.21,386.84,0.1575,25900,100,0.98
473,348.22,349.91,353.2,355.81,356.08,359.62,359.53,365.92,392.27,386.99,0.1575,25900,100,0.98
474,348.21,349.9,353.2,355.81,356.08,359.62,359.54,365.97,392.32,387.12,0.1575,25900,100,0.98
475,348.19,349.88,353.18,355.8,356.06,359.63,359.54,365.98,392.36,387.24,0.1575,25900,100,0.98
476,348.18,349.87,353.17,355.8,356.06,359.63,359.56,366.0,392.4,387.35,0.1575,25900,100,0.98
477,348.15,349.85,353.15,355.78,356.05,359.63,359.57,366.04,392.47,387.45,0.1575,25900,100,0.98
478,348.12,349.83,353.13,355.77,356.05,359.62,359.59,366.07,392.56,387.59,0.1575,25900,100,0.98
479,348.11,349.81,353.13,355.76,356.04,359.63,359.6,366.09,392.59,387.69,0.1575,25900,100,0.98
480,348.09,349.8,353.13,355.75,356.04,359.63,359.61,366.11,392.64,387.79,0.1575,25900,100,0.98
481,348.07,349.79,353.11,355.74,356.04,359.63,359.62,366.14,392.68,387.88,0.1575,25900,100,0.98
482,348.05,349.77,353.09,355.73,356.03,359.63,359.63,366.18,392.73,387.96,0.1575,25900,100,0.98
483,348.04,349.76,353.09,355.72,356.03,359.63,359.64,366.2,392.78,387.99,0.1575,25900,100,0.98
484,348.01,349.76,353.08,355.72,356.02,359.64,359.64,366.22,392.83,388.01,0.1575,25900,100,0.98
485,348.01,349.74,353.06,355.71,356.02,359.64,359.66,366.26,392.88,388.0,0.1575,25900,100,0.98
486,347.98,349.72,353.05,355.7,356.01,359.65,359.67,366.29,392.94,388.01,0.1575,25900,100,0.98
487,347.96,349.7,353.03,355.7,356.0,359.65,359.68,366.32,392.99,388.07,0.1575,25900,100,0.98
488,347.93,349.67,353.02,355.68,355.99,359.64,359.68,366.34,393.03,388.13,0.1575,25900,100,0.98
489,347.91,349.66,352.99,355.68,355.98,359.65,359.69,366.37,393.06,388.21,0.1575,25900,100,0.98
490,347.9,349.65,352.99,355.67,355.98,359.65,359.71,366.41,393.1,388.29,0.1575,25900,100,0.98
491,347.88,349.64,352.98,355.66,355.98,359.66,359.72,366.43,393.14,388.35,0.1575,25900,100,0.98
492,347.86,349.62,352.97,355.65,355.97,359.65,359.73,366.45,393.19,388.38,0.1575,25900,100,0.98
493,347.85,349.61,352.96,355.63,355.97,359.65,359.74,366.48,393.21,388.39,0.1575,25900,100,0.98
494,347.83,349.59,352.94,355.62,355.97,359.66,359.74,366.51,393.26,388.41,0.1575,25900,100,0.98
