Condition,RMSE,MAE,R2
h6_flux88_abs0_surf0_689s - Sheet3,1.2684869766235352,1.0915496349334717,0.8739385175596397
h6_flux88_abs0_surf0_689s - Sheet3,1.2604995965957642,1.080194115638733,0.8746283111583337
h6_flux88_abs0_surf0_689s - Sheet3,1.2569458484649658,1.071478247642517,0.8744269216450901
h6_flux88_abs0_surf0_689s - Sheet3,1.2593849897384644,1.064581274986267,0.87245383859259
h6_flux88_abs0_surf0_689s - Sheet3,1.2585872411727905,1.0574615001678467,0.8726557449133794
h6_flux88_abs0_surf0_689s - Sheet3,1.2305995225906372,1.028173804283142,0.8811192885919688
h6_flux88_abs0_surf0_689s - Sheet3,1.2409001588821411,1.0418121814727783,0.8772648387937679
h6_flux88_abs0_surf0_689s - Sheet3,1.2552393674850464,1.0589812994003296,0.8722208624149538
h6_flux88_abs0_surf0_689s - Sheet3,1.2666934728622437,1.0756133794784546,0.867880504690136
h6_flux88_abs0_surf0_689s - Sheet3,1.2535251379013062,1.0725586414337158,0.8715230162881527
h6_flux88_abs0_surf0_689s - Sheet3,1.2356696128845215,1.0586334466934204,0.877990051314236
h6_flux88_abs0_surf0_689s - Sheet3,1.231610655784607,1.0504181385040283,0.8795463536874519
h6_flux88_abs0_surf0_689s - Sheet3,1.2284365892410278,1.0428130626678467,0.8822396523181004
h6_flux88_abs0_surf0_689s - Sheet3,1.2381855249404907,1.0420379638671875,0.8829291448117532
h6_flux88_abs0_surf0_689s - Sheet3,1.263444185256958,1.0666077136993408,0.8763584205861604
h6_flux88_abs0_surf0_689s - Sheet3,1.2793843746185303,1.080328345298767,0.8704469391716179
h6_flux88_abs0_surf0_689s - Sheet3,1.2829492092132568,1.0878814458847046,0.8687417210428112
h6_flux88_abs0_surf0_689s - Sheet3,1.3037097454071045,1.1079285144805908,0.8612296006539735
h6_flux88_abs0_surf0_689s - Sheet3,1.3065224885940552,1.112951636314392,0.8603992211322498
h6_flux88_abs0_surf0_689s - Sheet3,1.3080366849899292,1.110894799232483,0.8609936896555972
h6_flux88_abs0_surf0_689s - Sheet3,1.309578776359558,1.101782202720642,0.8607307299072802
h6_flux88_abs0_surf0_689s - Sheet3,1.3111995458602905,1.0917541980743408,0.86077057588883
h6_flux88_abs0_surf0_689s - Sheet3,1.3324158191680908,1.0995361804962158,0.8542568207383646
h6_flux88_abs0_surf0_689s - Sheet3,1.3496745824813843,1.1106903553009033,0.8478112777318761
h6_flux88_abs0_surf0_689s - Sheet3,1.3601711988449097,1.1117035150527954,0.8427216852948525
h6_flux88_abs0_surf0_689s - Sheet3,1.3606599569320679,1.102410912513733,0.839779611072241
h6_flux88_abs0_surf0_689s - Sheet3,1.366261601448059,1.104516625404358,0.8357507467171588
h6_flux88_abs0_surf0_689s - Sheet3,1.3778949975967407,1.1121368408203125,0.8292084295988345
h6_flux88_abs0_surf0_689s - Sheet3,1.3902806043624878,1.1202239990234375,0.8234023315980817
h6_flux88_abs0_surf0_689s - Sheet3,1.3854089975357056,1.1231200695037842,0.824945338510928
h6_flux88_abs0_surf0_689s - Sheet3,1.3607929944992065,1.100164771080017,0.8321713503282762
h6_flux88_abs0_surf0_689s - Sheet3,1.3190547227859497,1.0650116205215454,0.845538541505479
h6_flux88_abs0_surf0_689s - Sheet3,1.2833400964736938,1.0393707752227783,0.8561383637731032
h6_flux88_abs0_surf0_689s - Sheet3,1.269828200340271,1.0267791748046875,0.858630193717173
h6_flux88_abs0_surf0_689s - Sheet3,1.2625216245651245,1.0204070806503296,0.8602964059303793
h6_flux88_abs0_surf0_689s - Sheet3,1.2618581056594849,1.0163482427597046,0.8590551197977524
h6_flux88_abs0_surf0_689s - Sheet3,1.2748205661773682,1.0177764892578125,0.854284726216637
h6_flux88_abs0_surf0_689s - Sheet3,1.28748619556427,1.0083496570587158,0.8486012519396936
h6_flux88_abs0_surf0_689s - Sheet3,1.299490213394165,1.005029320716858,0.8427210764619631
h6_flux88_abs0_surf0_689s - Sheet3,1.2972943782806396,0.9999023675918579,0.8438077691743497
h6_flux88_abs0_surf0_689s - Sheet3,1.3008954524993896,0.9984527826309204,0.8416050523275788
h6_flux88_abs0_surf0_689s - Sheet3,1.3270574808120728,1.0112488269805908,0.8303766818943092
h6_flux88_abs0_surf0_689s - Sheet3,1.3367528915405273,1.0179932117462158,0.8241093765814715
h6_flux88_abs0_surf0_689s - Sheet3,1.3176236152648926,1.0142700672149658,0.829881446923301
h6_flux88_abs0_surf0_689s - Sheet3,1.2923941612243652,1.008081078529358,0.8384885809062322
h6_flux88_abs0_surf0_689s - Sheet3,1.2791156768798828,1.0066039562225342,0.84203651392178
h6_flux88_abs0_surf0_689s - Sheet3,1.2783781290054321,1.0123687982559204,0.841879194566904
h6_flux88_abs0_surf0_689s - Sheet3,1.295344591140747,1.027063012123108,0.8344783280553734
h6_flux88_abs0_surf0_689s - Sheet3,1.313814640045166,1.0474640130996704,0.827422615788957
h6_flux88_abs0_surf0_689s - Sheet3,1.2953085899353027,1.0383514165878296,0.8332852455244979
h6_flux88_abs0_surf0_689s - Sheet3,1.2628467082977295,1.0199432373046875,0.8453702238062961
h6_flux88_abs0_surf0_689s - Sheet3,1.2571370601654053,1.0266510248184204,0.8481436268924314
h6_flux88_abs0_surf0_689s - Sheet3,1.2541768550872803,1.0294830799102783,0.8487960874030557
h6_flux88_abs0_surf0_689s - Sheet3,1.2498217821121216,1.0286773443222046,0.850145809183721
h6_flux88_abs0_surf0_689s - Sheet3,1.2265514135360718,1.011114478111267,0.8584015252876941
h6_flux88_abs0_surf0_689s - Sheet3,1.215469479560852,1.0002410411834717,0.8620023497481671
h6_flux88_abs0_surf0_689s - Sheet3,1.2254080772399902,0.999676525592804,0.8592735978076802
h6_flux88_abs0_surf0_689s - Sheet3,1.2178540229797363,0.9789367914199829,0.8617288227993655
h6_flux88_abs0_surf0_689s - Sheet3,1.232639193534851,0.969708263874054,0.8559305970150894
h6_flux88_abs0_surf0_689s - Sheet3,1.2279150485992432,0.9471648931503296,0.8567375194394695
h6_flux88_abs0_surf0_689s - Sheet3,1.2081983089447021,0.9309967160224915,0.8632526399358613
h6_flux88_abs0_surf0_689s - Sheet3,1.2066384553909302,0.9252074956893921,0.8655536095258427
h6_flux88_abs0_surf0_689s - Sheet3,1.2196310758590698,0.9348205327987671,0.8625667782972328
h6_flux88_abs0_surf0_689s - Sheet3,1.2433547973632812,0.951892077922821,0.854273245058766
h6_flux88_abs0_surf0_689s - Sheet3,1.280816912651062,0.975109875202179,0.8375175972818387
h6_flux88_abs0_surf0_689s - Sheet3,1.2926286458969116,0.9812286496162415,0.830459136586907
h6_flux88_abs0_surf0_689s - Sheet3,1.2869036197662354,0.9669464230537415,0.8296114246220776
h6_flux88_abs0_surf0_689s - Sheet3,1.26767897605896,0.948223888874054,0.8357055335767929
h6_flux88_abs0_surf0_689s - Sheet3,1.2517189979553223,0.9467010498046875,0.840860995232547
h6_flux88_abs0_surf0_689s - Sheet3,1.2278692722320557,0.9441162347793579,0.8485899521677291
h6_flux88_abs0_surf0_689s - Sheet3,1.21384859085083,0.9495514035224915,0.8519092548544656
h6_flux88_abs0_surf0_689s - Sheet3,1.2010711431503296,0.9448272585868835,0.8555739673245735
h6_flux88_abs0_surf0_689s - Sheet3,1.1960862874984741,0.9407562017440796,0.8566909254325468
h6_flux88_abs0_surf0_689s - Sheet3,1.1716047525405884,0.9169067144393921,0.8634022967793501
h6_flux88_abs0_surf0_689s - Sheet3,1.1628398895263672,0.8980499505996704,0.8647526459904834
h6_flux88_abs0_surf0_689s - Sheet3,1.1691550016403198,0.883624255657196,0.862131368724454
h6_flux88_abs0_surf0_689s - Sheet3,1.2193500995635986,0.899798572063446,0.8468581123370853
h6_flux88_abs0_surf0_689s - Sheet3,1.2472116947174072,0.9090423583984375,0.8393008796525145
h6_flux88_abs0_surf0_689s - Sheet3,1.2813599109649658,0.9400482177734375,0.8261697150942755
h6_flux88_abs0_surf0_689s - Sheet3,1.3173997402191162,0.977038562297821,0.8104710002802281
h6_flux88_abs0_surf0_689s - Sheet3,1.3443143367767334,0.999768078327179,0.7962900923444151
h6_flux88_abs0_surf0_689s - Sheet3,1.3321959972381592,0.9957214593887329,0.8001040557645633
h6_flux88_abs0_surf0_689s - Sheet3,1.3336973190307617,1.0069061517715454,0.7996890957466047
h6_flux88_abs0_surf0_689s - Sheet3,1.3387657403945923,1.0199187994003296,0.794191675859939
h6_flux88_abs0_surf0_689s - Sheet3,1.317730188369751,1.0016205310821533,0.8015345304006318
h6_flux88_abs0_surf0_689s - Sheet3,1.281332015991211,0.974932849407196,0.814295286976101
h6_flux88_abs0_surf0_689s - Sheet3,1.263452172279358,0.9554107785224915,0.8168019889591878
h6_flux88_abs0_surf0_689s - Sheet3,1.2581719160079956,0.9365752935409546,0.8161427258543835
h6_flux88_abs0_surf0_689s - Sheet3,1.2305002212524414,0.9075164794921875,0.8268297883956139
h6_flux88_abs0_surf0_689s - Sheet3,1.215474247932434,0.899139404296875,0.8324080456299393
h6_flux88_abs0_surf0_689s - Sheet3,1.2111700773239136,0.912750244140625,0.8336041204131037
h6_flux88_abs0_surf0_689s - Sheet3,1.190251111984253,0.919830322265625,0.8423774242716138
h6_flux88_abs0_surf0_689s - Sheet3,1.1916303634643555,0.9327545166015625,0.8443937350339292
h6_flux88_abs0_surf0_689s - Sheet3,1.2228833436965942,0.9689728021621704,0.8336658842507343
h6_flux88_abs0_surf0_689s - Sheet3,1.2905731201171875,1.0236237049102783,0.8050277761682221
h6_flux88_abs0_surf0_689s - Sheet3,1.334594488143921,1.0575469732284546,0.784292717054078
h6_flux88_abs0_surf0_689s - Sheet3,1.3527917861938477,1.0659821033477783,0.7731224207694363
h6_flux88_abs0_surf0_689s - Sheet3,1.3531814813613892,1.066351294517517,0.7705028178018087
h6_flux88_abs0_surf0_689s - Sheet3,1.3218580484390259,1.0431365966796875,0.783769508126837
h6_flux88_abs0_surf0_689s - Sheet3,1.3025635480880737,1.0274841785430908,0.7908254762072391
h6_flux88_abs0_surf0_689s - Sheet3,1.3049900531768799,1.0233032703399658,0.788151084129658
h6_flux88_abs0_surf0_689s - Sheet3,1.319521188735962,1.0274261236190796,0.780401272966734
h6_flux88_abs0_surf0_689s - Sheet3,1.3268131017684937,1.0351226329803467,0.7774634289782233
h6_flux88_abs0_surf0_689s - Sheet3,1.3380446434020996,1.0478057861328125,0.7722702175230322
h6_flux88_abs0_surf0_689s - Sheet3,1.3423970937728882,1.0515960454940796,0.770288418831745
h6_flux88_abs0_surf0_689s - Sheet3,1.327966570854187,1.041235327720642,0.776929951191049
h6_flux88_abs0_surf0_689s - Sheet3,1.3046376705169678,1.020269751548767,0.787069236160556
h6_flux88_abs0_surf0_689s - Sheet3,1.2828643321990967,0.9996551275253296,0.7964949694891101
h6_flux88_abs0_surf0_689s - Sheet3,1.2772557735443115,0.988250732421875,0.7968406864334762
h6_flux88_abs0_surf0_689s - Sheet3,1.2588385343551636,0.971038818359375,0.8035110404298236
h6_flux88_abs0_surf0_689s - Sheet3,1.2468937635421753,0.965649425983429,0.8084523514904254
h6_flux88_abs0_surf0_689s - Sheet3,1.2189480066299438,0.9529021978378296,0.8188642299085164
h6_flux88_abs0_surf0_689s - Sheet3,1.1842223405838013,0.9439331293106079,0.8305527477883403
h6_flux88_abs0_surf0_689s - Sheet3,1.1535654067993164,0.932690441608429,0.8396246223190158
h6_flux88_abs0_surf0_689s - Sheet3,1.136892557144165,0.9169830083847046,0.8438911482885507
h6_flux88_abs0_surf0_689s - Sheet3,1.121687650680542,0.9005126953125,0.8472059914959126
h6_flux88_abs0_surf0_689s - Sheet3,1.1166540384292603,0.8795196413993835,0.8455947603093117
h6_flux88_abs0_surf0_689s - Sheet3,1.1265385150909424,0.87432861328125,0.8392501324870955
h6_flux88_abs0_surf0_689s - Sheet3,1.1467149257659912,0.8792053461074829,0.8293572090939443
h6_flux88_abs0_surf0_689s - Sheet3,1.180879831314087,0.89794921875,0.8135080814093507
h6_flux88_abs0_surf0_689s - Sheet3,1.179911494255066,0.9009338617324829,0.813947484062374
h6_flux88_abs0_surf0_689s - Sheet3,1.1698378324508667,0.9007354974746704,0.8202029442395851
h6_flux88_abs0_surf0_689s - Sheet3,1.1678225994110107,0.897839367389679,0.823876384396648
h6_flux88_abs0_surf0_689s - Sheet3,1.184131145477295,0.903247058391571,0.8169676469210274
h6_flux88_abs0_surf0_689s - Sheet3,1.1778345108032227,0.9006866216659546,0.8207070988666026
h6_flux88_abs0_surf0_689s - Sheet3,1.168028712272644,0.8961578607559204,0.8247029848201802
h6_flux88_abs0_surf0_689s - Sheet3,1.184675693511963,0.9026092290878296,0.8168075105103305
h6_flux88_abs0_surf0_689s - Sheet3,1.1874356269836426,0.904754638671875,0.8154900559006858
h6_flux88_abs0_surf0_689s - Sheet3,1.1835110187530518,0.9094787836074829,0.8180419674844941
h6_flux88_abs0_surf0_689s - Sheet3,1.1802846193313599,0.9203338623046875,0.8221530394572185
h6_flux88_abs0_surf0_689s - Sheet3,1.220320463180542,0.955883800983429,0.8082134459283156
h6_flux88_abs0_surf0_689s - Sheet3,1.2420614957809448,0.970123291015625,0.8000500797213057
h6_flux88_abs0_surf0_689s - Sheet3,1.2419549226760864,0.9635467529296875,0.8026786603400632
h6_flux88_abs0_surf0_689s - Sheet3,1.2472312450408936,0.9666961431503296,0.8021494563852642
h6_flux88_abs0_surf0_689s - Sheet3,1.2534613609313965,0.9784148931503296,0.8003053880502083
h6_flux88_abs0_surf0_689s - Sheet3,1.2461061477661133,0.982434093952179,0.8047129782438703
h6_flux88_abs0_surf0_689s - Sheet3,1.2435593605041504,0.9849578738212585,0.8080454448581034
h6_flux88_abs0_surf0_689s - Sheet3,1.2343751192092896,0.9819732904434204,0.8154356735740804
h6_flux88_abs0_surf0_689s - Sheet3,1.228218674659729,0.9790130853652954,0.820933204645579
h6_flux88_abs0_surf0_689s - Sheet3,1.205474615097046,0.9591125249862671,0.8321484518431489
h6_flux88_abs0_surf0_689s - Sheet3,1.2129952907562256,0.9563446044921875,0.8282460592415367
h6_flux88_abs0_surf0_689s - Sheet3,1.2189161777496338,0.9573211669921875,0.8264986302546395
h6_flux88_abs0_surf0_689s - Sheet3,1.2067350149154663,0.9507476687431335,0.8333047965734635
h6_flux88_abs0_surf0_689s - Sheet3,1.2003002166748047,0.9553741216659546,0.8378348232295021
h6_flux88_abs0_surf0_689s - Sheet3,1.2052382230758667,0.9602996706962585,0.8371457732900575
h6_flux88_abs0_surf0_689s - Sheet3,1.207322120666504,0.962969958782196,0.8383478636867469
h6_flux88_abs0_surf0_689s - Sheet3,1.2148720026016235,0.9619659185409546,0.8351914559514505
h6_flux88_abs0_surf0_689s - Sheet3,1.2209392786026,0.956561267375946,0.8315747851581926
h6_flux88_abs0_surf0_689s - Sheet3,1.2306419610977173,0.9557830691337585,0.8270831551422071
h6_flux88_abs0_surf0_689s - Sheet3,1.2479890584945679,0.9556366205215454,0.8228971676202734
h6_flux88_abs0_surf0_689s - Sheet3,1.2612661123275757,0.9596527218818665,0.8187504064034425
h6_flux88_abs0_surf0_689s - Sheet3,1.263150930404663,0.958020031452179,0.8163330333787793
h6_flux88_abs0_surf0_689s - Sheet3,1.2559560537338257,0.9528747797012329,0.8173697194954821
h6_flux88_abs0_surf0_689s - Sheet3,1.2511922121047974,0.9499053955078125,0.818363997451855
h6_flux88_abs0_surf0_689s - Sheet3,1.2587730884552002,0.9506805539131165,0.8113271130858323
h6_flux88_abs0_surf0_689s - Sheet3,1.2619110345840454,0.9436858892440796,0.8069331127387516
h6_flux88_abs0_surf0_689s - Sheet3,1.2649867534637451,0.9323150515556335,0.8042946139346361
h6_flux88_abs0_surf0_689s - Sheet3,1.2785460948944092,0.922882080078125,0.7983281232541635
h6_flux88_abs0_surf0_689s - Sheet3,1.2640372514724731,0.910186767578125,0.8068503118842068
h6_flux88_abs0_surf0_689s - Sheet3,1.2591344118118286,0.9079986810684204,0.8110057081196019
h6_flux88_abs0_surf0_689s - Sheet3,1.2871460914611816,0.9228576421737671,0.7997452930870377
h6_flux88_abs0_surf0_689s - Sheet3,1.3050659894943237,0.936901867389679,0.7898687243668074
h6_flux88_abs0_surf0_689s - Sheet3,1.29967200756073,0.9369262456893921,0.7922230146285124
h6_flux88_abs0_surf0_689s - Sheet3,1.2788053750991821,0.9296600222587585,0.8016530063430976
h6_flux88_abs0_surf0_689s - Sheet3,1.2647000551223755,0.9295135736465454,0.8079980053184486
h6_flux88_abs0_surf0_689s - Sheet3,1.2551648616790771,0.9270569086074829,0.809872319169742
h6_flux88_abs0_surf0_689s - Sheet3,1.2433706521987915,0.9295501708984375,0.8113700011531191
h6_flux88_abs0_surf0_689s - Sheet3,1.2363216876983643,0.9342254400253296,0.8114770465888237
h6_flux88_abs0_surf0_689s - Sheet3,1.2261298894882202,0.9303253293037415,0.8146889223089211
h6_flux88_abs0_surf0_689s - Sheet3,1.1999021768569946,0.9131500124931335,0.8236602483418125
h6_flux88_abs0_surf0_689s - Sheet3,1.163889765739441,0.8897979855537415,0.8387500674506227
h6_flux88_abs0_surf0_689s - Sheet3,1.1354789733886719,0.8655334711074829,0.851468912229991
h6_flux88_abs0_surf0_689s - Sheet3,1.102509617805481,0.8327239751815796,0.865103399938785
h6_flux88_abs0_surf0_689s - Sheet3,1.1052292585372925,0.821990966796875,0.865734265353185
h6_flux88_abs0_surf0_689s - Sheet3,1.118896722793579,0.824847400188446,0.8605782098240035
h6_flux88_abs0_surf0_689s - Sheet3,1.1677242517471313,0.8565216064453125,0.8416287221306306
h6_flux88_abs0_surf0_689s - Sheet3,1.2112150192260742,0.8799377679824829,0.8242775376999936
h6_flux88_abs0_surf0_689s - Sheet3,1.2110896110534668,0.8821258544921875,0.825487199199071
h6_flux88_abs0_surf0_689s - Sheet3,1.2172797918319702,0.894256591796875,0.8241107506629215
h6_flux88_abs0_surf0_689s - Sheet3,1.2110247611999512,0.8961273431777954,0.8281988325305498
h6_flux88_abs0_surf0_689s - Sheet3,1.2055526971817017,0.9046905636787415,0.8320318693097621
h6_flux88_abs0_surf0_689s - Sheet3,1.1968103647232056,0.9061554074287415,0.8382952106645979
h6_flux88_abs0_surf0_689s - Sheet3,1.205984354019165,0.9210662841796875,0.8357426254461239
h6_flux88_abs0_surf0_689s - Sheet3,1.2192511558532715,0.940020740032196,0.82967080171431
h6_flux88_abs0_surf0_689s - Sheet3,1.2211217880249023,0.9528838992118835,0.8318292052998562
h6_flux88_abs0_surf0_689s - Sheet3,1.2240111827850342,0.9615875482559204,0.8345155071736187
h6_flux88_abs0_surf0_689s - Sheet3,1.233120083808899,0.9727233648300171,0.8302463116095178
h6_flux88_abs0_surf0_689s - Sheet3,1.226465106010437,0.966418445110321,0.8315421792657124
h6_flux88_abs0_surf0_689s - Sheet3,1.2210536003112793,0.9570282101631165,0.8322240470726326
h6_flux88_abs0_surf0_689s - Sheet3,1.214786171913147,0.948486328125,0.8309540375559096
h6_flux88_abs0_surf0_689s - Sheet3,1.2026702165603638,0.9357970952987671,0.8348228474967267
h6_flux88_abs0_surf0_689s - Sheet3,1.187487006187439,0.9258270263671875,0.8396412689684831
h6_flux88_abs0_surf0_689s - Sheet3,1.1739494800567627,0.919903576374054,0.8435474598163242
h6_flux88_abs0_surf0_689s - Sheet3,1.1449244022369385,0.9063385128974915,0.8529591949376735
h6_flux88_abs0_surf0_689s - Sheet3,1.123354196548462,0.8931304812431335,0.8614469688789548
h6_flux88_abs0_surf0_689s - Sheet3,1.125196099281311,0.8927062749862671,0.8617276907852778
h6_flux88_abs0_surf0_689s - Sheet3,1.1239268779754639,0.8844940066337585,0.8620961312000516
h6_flux88_abs0_surf0_689s - Sheet3,1.1131163835525513,0.8725494146347046,0.8646156125018882
h6_flux88_abs0_surf0_689s - Sheet3,1.0884714126586914,0.8479217290878296,0.8708724808079462
h6_flux88_abs0_surf0_689s - Sheet3,1.0544601678848267,0.8172088861465454,0.8795165534580199
h6_flux88_abs0_surf0_689s - Sheet3,1.0280758142471313,0.7906249761581421,0.885648097296879
h6_flux88_abs0_surf0_689s - Sheet3,1.0144456624984741,0.7728851437568665,0.8879476860820998
h6_flux88_abs0_surf0_689s - Sheet3,0.9883362054824829,0.7469390630722046,0.8956704035346399
h6_flux88_abs0_surf0_689s - Sheet3,0.9825060367584229,0.74530029296875,0.8957578042827703
h6_flux88_abs0_surf0_689s - Sheet3,1.0019348859786987,0.757110595703125,0.8871137328642709
h6_flux88_abs0_surf0_689s - Sheet3,1.0123268365859985,0.763873279094696,0.8811212795037358
h6_flux88_abs0_surf0_689s - Sheet3,1.0183213949203491,0.765637218952179,0.876933267347201
h6_flux88_abs0_surf0_689s - Sheet3,1.0191094875335693,0.7607208490371704,0.8746620124657554
h6_flux88_abs0_surf0_689s - Sheet3,1.0244677066802979,0.7598602175712585,0.8713600635668177
h6_flux88_abs0_surf0_689s - Sheet3,1.0208762884140015,0.758209228515625,0.8714369977817522
h6_flux88_abs0_surf0_689s - Sheet3,1.0279728174209595,0.7649475336074829,0.8687137779869473
h6_flux88_abs0_surf0_689s - Sheet3,1.0413390398025513,0.7759552001953125,0.8638483391341827
h6_flux88_abs0_surf0_689s - Sheet3,1.0549421310424805,0.7820373773574829,0.8583713529963236
h6_flux88_abs0_surf0_689s - Sheet3,1.0404577255249023,0.769152820110321,0.8639569894850299
h6_flux88_abs0_surf0_689s - Sheet3,1.01183021068573,0.7502075433731079,0.875531563231862
h6_flux88_abs0_surf0_689s - Sheet3,1.0092910528182983,0.741229236125946,0.8777186015662695
h6_flux88_abs0_surf0_689s - Sheet3,1.0453044176101685,0.7688751220703125,0.8665326998417353
h6_flux88_abs0_surf0_689s - Sheet3,1.063679575920105,0.7833648920059204,0.8608010014084895
h6_flux88_abs0_surf0_689s - Sheet3,1.055406093597412,0.7772461175918579,0.8650897899981547
h6_flux88_abs0_surf0_689s - Sheet3,1.0357474088668823,0.767120361328125,0.8717137183637862
h6_flux88_abs0_surf0_689s - Sheet3,1.0179312229156494,0.757519543170929,0.8790209378138396
h6_flux88_abs0_surf0_689s - Sheet3,1.0137115716934204,0.7562500238418579,0.882398196543914
h6_flux88_abs0_surf0_689s - Sheet3,1.0124568939208984,0.7625488042831421,0.8858043529125612
h6_flux88_abs0_surf0_689s - Sheet3,1.035630464553833,0.789532482624054,0.8821324250974308
h6_flux88_abs0_surf0_689s - Sheet3,1.0503009557724,0.804577648639679,0.8802430716734833
h6_flux88_abs0_surf0_689s - Sheet3,1.060116171836853,0.8098205327987671,0.8781016560558492
h6_flux88_abs0_surf0_689s - Sheet3,1.0800937414169312,0.825335681438446,0.8717936555203564
h6_flux88_abs0_surf0_689s - Sheet3,1.0935109853744507,0.8359924554824829,0.8662895586697141
h6_flux88_abs0_surf0_689s - Sheet3,1.1076987981796265,0.840899646282196,0.8599856072326365
h6_flux88_abs0_surf0_689s - Sheet3,1.0986132621765137,0.825512707233429,0.8613237236853238
h6_flux88_abs0_surf0_689s - Sheet3,1.08860182762146,0.8214966058731079,0.8637643386358425
h6_flux88_abs0_surf0_689s - Sheet3,1.0759375095367432,0.8066131472587585,0.8674741718532059
h6_flux88_abs0_surf0_689s - Sheet3,1.0420632362365723,0.7760986089706421,0.8785686795678043
h6_flux88_abs0_surf0_689s - Sheet3,1.007752537727356,0.7528625726699829,0.8891771947148649
h6_flux88_abs0_surf0_689s - Sheet3,0.9975388050079346,0.743206799030304,0.8927106030280653
h6_flux88_abs0_surf0_689s - Sheet3,0.9969118237495422,0.7440398931503296,0.8947572995113571
h6_flux88_abs0_surf0_689s - Sheet3,0.997952938079834,0.7396087646484375,0.897729238531007
h6_flux88_abs0_surf0_689s - Sheet3,1.0116266012191772,0.752697765827179,0.8955523991799851
h6_flux88_abs0_surf0_689s - Sheet3,1.0154258012771606,0.7604888677597046,0.8941709256455452
h6_flux88_abs0_surf0_689s - Sheet3,1.007049322128296,0.7612640261650085,0.8967249041057679
h6_flux88_abs0_surf0_689s - Sheet3,0.9957246780395508,0.7525177001953125,0.8993342165490802
h6_flux88_abs0_surf0_689s - Sheet3,0.9914153814315796,0.7472747564315796,0.8994309233547277
h6_flux88_abs0_surf0_689s - Sheet3,0.9875855445861816,0.7477661371231079,0.898569036603121
h6_flux88_abs0_surf0_689s - Sheet3,0.9837959408760071,0.7500854730606079,0.897842390354038
h6_flux88_abs0_surf0_689s - Sheet3,0.9688938856124878,0.7415984869003296,0.9001209256178279
h6_flux88_abs0_surf0_689s - Sheet3,0.9652026295661926,0.7318390011787415,0.9001306407512661
h6_flux88_abs0_surf0_689s - Sheet3,0.961513102054596,0.7139953374862671,0.9006225165892414
h6_flux88_abs0_surf0_689s - Sheet3,0.9833135008811951,0.714306652545929,0.89229695662925
h6_flux88_abs0_surf0_689s - Sheet3,0.9975947737693787,0.7130096554756165,0.8865327264581845
